A,Element,Z,N,Parent E(level),Uncertainty,JPi,Decay Mode,Decay Mode Value,Decay Mode Uncertainty,Q Value,Q Value Uncertainty,T1/2 (txt),T1/2 (sec),Gammas Balance,X-Rays Balance,B- Balance,B+ Balance,Conversion Electrons Balance,Auger Electrons Balance,Neutrinos Balance,Recoil Balance,Neutrons Balance, Protons Balance,Alphas Balance,Sum Balance,Q-effective Balance,Missing Energy Balance,Ratio Balance,Daughter,Radiation,Rad subtype,Rad Energy,Uncertainty, EP Energy,Uncertainty,Rad Intensity,Uncertainty,Dose,Uncertainty
140,Tb,65,75,0.0,,(7+),EC,100,,11.3E3,8,2.29 S 15,2.29,2.3E+3 3,3.28 19,0,2.9E+3 6,24.7 20,0.52 3,3.6E+3 8,0,0,0,0,8.9E+3 10,1.13E+4 8,2.4E+3 13,21 % 12,140Gd,g,XR l,6.06,,,,1.45,13,8.8E-5,8
140,Tb,65,75,0.0,,(7+),EC,100,,11.3E3,8,2.29 S 15,2.29,2.3E+3 3,3.28 19,0,2.9E+3 6,24.7 20,0.52 3,3.6E+3 8,0,0,0,0,8.9E+3 10,1.13E+4 8,2.4E+3 13,21 % 12,140Gd,g,XR ka2,42.309,,,,2.12,21,9.0E-4,9
140,Tb,65,75,0.0,,(7+),EC,100,,11.3E3,8,2.29 S 15,2.29,2.3E+3 3,3.28 19,0,2.9E+3 6,24.7 20,0.52 3,3.6E+3 8,0,0,0,0,8.9E+3 10,1.13E+4 8,2.4E+3 13,21 % 12,140Gd,g,XR ka1,42.996,,,,3.8,4,0.00163,16
140,Tb,65,75,0.0,,(7+),EC,100,,11.3E3,8,2.29 S 15,2.29,2.3E+3 3,3.28 19,0,2.9E+3 6,24.7 20,0.52 3,3.6E+3 8,0,0,0,0,8.9E+3 10,1.13E+4 8,2.4E+3 13,21 % 12,140Gd,g,XR kb3,48.551,,,,0.38,4,1.86E-4,19
140,Tb,65,75,0.0,,(7+),EC,100,,11.3E3,8,2.29 S 15,2.29,2.3E+3 3,3.28 19,0,2.9E+3 6,24.7 20,0.52 3,3.6E+3 8,0,0,0,0,8.9E+3 10,1.13E+4 8,2.4E+3 13,21 % 12,140Gd,g,XR kb1,48.695,,,,0.74,7,3.6E-4,4
140,Tb,65,75,0.0,,(7+),EC,100,,11.3E3,8,2.29 S 15,2.29,2.3E+3 3,3.28 19,0,2.9E+3 6,24.7 20,0.52 3,3.6E+3 8,0,0,0,0,8.9E+3 10,1.13E+4 8,2.4E+3 13,21 % 12,140Gd,g,XR kb2,49.959,,,,0.248,25,1.24E-4,12
140,Tb,65,75,0.0,,(7+),EC,100,,11.3E3,8,2.29 S 15,2.29,2.3E+3 3,3.28 19,0,2.9E+3 6,24.7 20,0.52 3,3.6E+3 8,0,0,0,0,8.9E+3 10,1.13E+4 8,2.4E+3 13,21 % 12,140Gd,g,,328.7,2,,,84,,0.276,
140,Tb,65,75,0.0,,(7+),EC,100,,11.3E3,8,2.29 S 15,2.29,2.3E+3 3,3.28 19,0,2.9E+3 6,24.7 20,0.52 3,3.6E+3 8,0,0,0,0,8.9E+3 10,1.13E+4 8,2.4E+3 13,21 % 12,140Gd,g,,355.0,2,,,13,5,0.046,18
140,Tb,65,75,0.0,,(7+),EC,100,,11.3E3,8,2.29 S 15,2.29,2.3E+3 3,3.28 19,0,2.9E+3 6,24.7 20,0.52 3,3.6E+3 8,0,0,0,0,8.9E+3 10,1.13E+4 8,2.4E+3 13,21 % 12,140Gd,g,,385.0,2,,,19,4,0.073,15
140,Tb,65,75,0.0,,(7+),EC,100,,11.3E3,8,2.29 S 15,2.29,2.3E+3 3,3.28 19,0,2.9E+3 6,24.7 20,0.52 3,3.6E+3 8,0,0,0,0,8.9E+3 10,1.13E+4 8,2.4E+3 13,21 % 12,140Gd,g,,507.8,2,,,48,24,0.24,12
