A,Element,Z,N,Parent E(level),Uncertainty,JPi,Decay Mode,Decay Mode Value,Decay Mode Uncertainty,Q Value,Q Value Uncertainty,T1/2 (txt),T1/2 (sec),Gammas Balance,X-Rays Balance,B- Balance,B+ Balance,Conversion Electrons Balance,Auger Electrons Balance,Neutrinos Balance,Recoil Balance,Neutrons Balance, Protons Balance,Alphas Balance,Sum Balance,Q-effective Balance,Missing Energy Balance,Ratio Balance,Daughter,Radiation,Rad subtype,Rad Energy,Uncertainty, EP Energy,Uncertainty,Rad Intensity,Uncertainty,Dose,Uncertainty
128,I,53,75,0.0,,1+,B-,93.1,8,2122,4,24.99 M 2,1499.3999999999999,481.3 7,0,746 6,0,0,0,1162 10,0,0,0,0,2390 12,1976 17,-414 21,-21.0 % 11,128Xe,g,,442.901,10,,,93.1,,0.412,
128,I,53,75,0.0,,1+,B-,93.1,8,2122,4,24.99 M 2,1499.3999999999999,481.3 7,0,746 6,0,0,0,1162 10,0,0,0,0,2390 12,1976 17,-414 21,-21.0 % 11,128Xe,g,,526.557,14,,,8.88,9,0.0468,5
128,I,53,75,0.0,,1+,B-,93.1,8,2122,4,24.99 M 2,1499.3999999999999,481.3 7,0,746 6,0,0,0,1162 10,0,0,0,0,2390 12,1976 17,-414 21,-21.0 % 11,128Xe,g,,613.493,13,,,0.0168,19,1.03E-4,11
128,I,53,75,0.0,,1+,B-,93.1,8,2122,4,24.99 M 2,1499.3999999999999,481.3 7,0,746 6,0,0,0,1162 10,0,0,0,0,2390 12,1976 17,-414 21,-21.0 % 11,128Xe,g,,907.84,5,,,7.E-4,4,7.E-6,3
128,I,53,75,0.0,,1+,B-,93.1,8,2122,4,24.99 M 2,1499.3999999999999,481.3 7,0,746 6,0,0,0,1162 10,0,0,0,0,2390 12,1976 17,-414 21,-21.0 % 11,128Xe,g,,969.458,20,,,2.21,6,0.0214,6
128,I,53,75,0.0,,1+,B-,93.1,8,2122,4,24.99 M 2,1499.3999999999999,481.3 7,0,746 6,0,0,0,1162 10,0,0,0,0,2390 12,1976 17,-414 21,-21.0 % 11,128Xe,g,,1140.079,23,,,0.057,3,6.5E-4,3
128,I,53,75,0.0,,1+,B-,93.1,8,2122,4,24.99 M 2,1499.3999999999999,481.3 7,0,746 6,0,0,0,1162 10,0,0,0,0,2390 12,1976 17,-414 21,-21.0 % 11,128Xe,g,,1434.40,8,,,0.0035,3,5.1E-5,4
128,I,53,75,0.0,,1+,B-,93.1,8,2122,4,24.99 M 2,1499.3999999999999,481.3 7,0,746 6,0,0,0,1162 10,0,0,0,0,2390 12,1976 17,-414 21,-21.0 % 11,128Xe,bm,,68.4,13,245,4,5.8E-4,7,3.9E-7,5
128,I,53,75,0.0,,1+,B-,93.1,8,2122,4,24.99 M 2,1499.3999999999999,481.3 7,0,746 6,0,0,0,1162 10,0,0,0,0,2390 12,1976 17,-414 21,-21.0 % 11,128Xe,bm,,167.1,15,539,4,0.0100,5,1.66E-5,8
128,I,53,75,0.0,,1+,B-,93.1,8,2122,4,24.99 M 2,1499.3999999999999,481.3 7,0,746 6,0,0,0,1162 10,0,0,0,0,2390 12,1976 17,-414 21,-21.0 % 11,128Xe,bm,,408.1,17,1153,4,1.500,23,0.00612,10
128,I,53,75,0.0,,1+,B-,93.1,8,2122,4,24.99 M 2,1499.3999999999999,481.3 7,0,746 6,0,0,0,1162 10,0,0,0,0,2390 12,1976 17,-414 21,-21.0 % 11,128Xe,bm,,635.1,18,1679,4,11.56,16,0.0734,10
128,I,53,75,0.0,,1+,B-,93.1,8,2122,4,24.99 M 2,1499.3999999999999,481.3 7,0,746 6,0,0,0,1162 10,0,0,0,0,2390 12,1976 17,-414 21,-21.0 % 11,128Xe,bm,,833.4,19,2122,4,80.0,7,0.666,6
128,I,53,75,0.0,,1+,B-,93.1,8,2122,4,24.99 M 2,1499.3999999999999,481.3 7,0,746 6,0,0,0,1162 10,0,0,0,0,2390 12,1976 17,-414 21,-21.0 % 11,128Xe,bm av,,802,10,,,93.0,8,0.746,11
