A,Element,Z,N,Parent E(level),Uncertainty,JPi,Decay Mode,Decay Mode Value,Decay Mode Uncertainty,Q Value,Q Value Uncertainty,T1/2 (txt),T1/2 (sec),Gammas Balance,X-Rays Balance,B- Balance,B+ Balance,Conversion Electrons Balance,Auger Electrons Balance,Neutrinos Balance,Recoil Balance,Neutrons Balance, Protons Balance,Alphas Balance,Sum Balance,Q-effective Balance,Missing Energy Balance,Ratio Balance,Daughter,Radiation,Rad subtype,Rad Energy,Uncertainty, EP Energy,Uncertainty,Rad Intensity,Uncertainty,Dose,Uncertainty
99,Ag,47,52,0.0,,(9/2)+,B+,100,,5470,8,124 S 3,124.0,2.02E+3 5,2.55 6,0,1.31E+3 7,4.74 15,0.828 19,2.09E+3 8,0,0,0,0,5.43E+3 12,5470 8,0 AP,0 % AP,99Pd,g,XR l,2.84,,,,0.84,3,2.40E-5,9
99,Ag,47,52,0.0,,(9/2)+,B+,100,,5470,8,124 S 3,124.0,2.02E+3 5,2.55 6,0,1.31E+3 7,4.74 15,0.828 19,2.09E+3 8,0,0,0,0,5.43E+3 12,5470 8,0 AP,0 % AP,99Pd,g,XR ka2,21.02,,,,3.42,14,7.2E-4,3
99,Ag,47,52,0.0,,(9/2)+,B+,100,,5470,8,124 S 3,124.0,2.02E+3 5,2.55 6,0,1.31E+3 7,4.74 15,0.828 19,2.09E+3 8,0,0,0,0,5.43E+3 12,5470 8,0 AP,0 % AP,99Pd,g,XR ka1,21.177,,,,6.5,3,0.00137,6
99,Ag,47,52,0.0,,(9/2)+,B+,100,,5470,8,124 S 3,124.0,2.02E+3 5,2.55 6,0,1.31E+3 7,4.74 15,0.828 19,2.09E+3 8,0,0,0,0,5.43E+3 12,5470 8,0 AP,0 % AP,99Pd,g,XR kb3,23.791,,,,0.545,22,1.30E-4,5
99,Ag,47,52,0.0,,(9/2)+,B+,100,,5470,8,124 S 3,124.0,2.02E+3 5,2.55 6,0,1.31E+3 7,4.74 15,0.828 19,2.09E+3 8,0,0,0,0,5.43E+3 12,5470 8,0 AP,0 % AP,99Pd,g,XR kb1,23.819,,,,1.05,4,2.51E-4,10
99,Ag,47,52,0.0,,(9/2)+,B+,100,,5470,8,124 S 3,124.0,2.02E+3 5,2.55 6,0,1.31E+3 7,4.74 15,0.828 19,2.09E+3 8,0,0,0,0,5.43E+3 12,5470 8,0 AP,0 % AP,99Pd,g,XR kb2,24.299,,,,0.256,10,6.2E-5,3
99,Ag,47,52,0.0,,(9/2)+,B+,100,,5470,8,124 S 3,124.0,2.02E+3 5,2.55 6,0,1.31E+3 7,4.74 15,0.828 19,2.09E+3 8,0,0,0,0,5.43E+3 12,5470 8,0 AP,0 % AP,99Pd,g,,219.9,4,,,4.0,6,0.0088,13
99,Ag,47,52,0.0,,(9/2)+,B+,100,,5470,8,124 S 3,124.0,2.02E+3 5,2.55 6,0,1.31E+3 7,4.74 15,0.828 19,2.09E+3 8,0,0,0,0,5.43E+3 12,5470 8,0 AP,0 % AP,99Pd,g,,243.7,2,,,0.38,8,9.3E-4,19
99,Ag,47,52,0.0,,(9/2)+,B+,100,,5470,8,124 S 3,124.0,2.02E+3 5,2.55 6,0,1.31E+3 7,4.74 15,0.828 19,2.09E+3 8,0,0,0,0,5.43E+3 12,5470 8,0 AP,0 % AP,99Pd,g,,264.46,3,,,63,,0.167,
99,Ag,47,52,0.0,,(9/2)+,B+,100,,5470,8,124 S 3,124.0,2.02E+3 5,2.55 6,0,1.31E+3 7,4.74 15,0.828 19,2.09E+3 8,0,0,0,0,5.43E+3 12,5470 8,0 AP,0 % AP,99Pd,g,,287.65,7,,,0.51,15,0.0015,4
99,Ag,47,52,0.0,,(9/2)+,B+,100,,5470,8,124 S 3,124.0,2.02E+3 5,2.55 6,0,1.31E+3 7,4.74 15,0.828 19,2.09E+3 8,0,0,0,0,5.43E+3 12,5470 8,0 AP,0 % AP,99Pd,g,,326.0,2,,,0.38,8,0.0012,3
99,Ag,47,52,0.0,,(9/2)+,B+,100,,5470,8,124 S 3,124.0,2.02E+3 5,2.55 6,0,1.31E+3 7,4.74 15,0.828 19,2.09E+3 8,0,0,0,0,5.43E+3 12,5470 8,0 AP,0 % AP,99Pd,g,,352.4,1,,,0.63,15,0.0022,5
