A,Element,Z,N,Parent E(level),Uncertainty,JPi,Decay Mode,Decay Mode Value,Decay Mode Uncertainty,Q Value,Q Value Uncertainty,T1/2 (txt),T1/2 (sec),Gammas Balance,X-Rays Balance,B- Balance,B+ Balance,Conversion Electrons Balance,Auger Electrons Balance,Neutrinos Balance,Recoil Balance,Neutrons Balance, Protons Balance,Alphas Balance,Sum Balance,Q-effective Balance,Missing Energy Balance,Ratio Balance,Daughter,Radiation,Rad subtype,Rad Energy,Uncertainty, EP Energy,Uncertainty,Rad Intensity,Uncertainty,Dose,Uncertainty
34,Cl,17,17,146.36,3,3+,EC,55.4,6,5491.634,43,31.99 M 3,1919.3999999999999,2054 20,0.00200 14,0,454 9,0,0.0214 4,617 11,0,0,0,0,3.13E+3 3,3.12E+3 3,0 AP,0 % AP,34S,g,XR ka2,2.307,,,,0.027,3,6.3E-7,6
34,Cl,17,17,146.36,3,3+,EC,55.4,6,5491.634,43,31.99 M 3,1919.3999999999999,2054 20,0.00200 14,0,454 9,0,0.0214 4,617 11,0,0,0,0,3.13E+3 3,3.12E+3 3,0 AP,0 % AP,34S,g,XR ka1,2.308,,,,0.055,6,1.27E-6,13
34,Cl,17,17,146.36,3,3+,EC,55.4,6,5491.634,43,31.99 M 3,1919.3999999999999,2054 20,0.00200 14,0,454 9,0,0.0214 4,617 11,0,0,0,0,3.13E+3 3,3.12E+3 3,0 AP,0 % AP,34S,g,XR kb1,2.464,,,,0.0025,3,6.2E-8,6
34,Cl,17,17,146.36,3,3+,EC,55.4,6,5491.634,43,31.99 M 3,1919.3999999999999,2054 20,0.00200 14,0,454 9,0,0.0214 4,617 11,0,0,0,0,3.13E+3 3,3.12E+3 3,0 AP,0 % AP,34S,g,XR kb3,2.464,,,,0.00128,13,3.1E-8,3
34,Cl,17,17,146.36,3,3+,EC,55.4,6,5491.634,43,31.99 M 3,1919.3999999999999,2054 20,0.00200 14,0,454 9,0,0.0214 4,617 11,0,0,0,0,3.13E+3 3,3.12E+3 3,0 AP,0 % AP,34S,g,Annihil.,511.0,,,,108.5,19,,
34,Cl,17,17,146.36,3,3+,EC,55.4,6,5491.634,43,31.99 M 3,1919.3999999999999,2054 20,0.00200 14,0,454 9,0,0.0214 4,617 11,0,0,0,0,3.13E+3 3,3.12E+3 3,0 AP,0 % AP,34S,g,,1176.650,20,,,14.09,24,0.166,3
34,Cl,17,17,146.36,3,3+,EC,55.4,6,5491.634,43,31.99 M 3,1919.3999999999999,2054 20,0.00200 14,0,454 9,0,0.0214 4,617 11,0,0,0,0,3.13E+3 3,3.12E+3 3,0 AP,0 % AP,34S,g,,1572.57,5,,,0.016,5,2.5E-4,8
34,Cl,17,17,146.36,3,3+,EC,55.4,6,5491.634,43,31.99 M 3,1919.3999999999999,2054 20,0.00200 14,0,454 9,0,0.0214 4,617 11,0,0,0,0,3.13E+3 3,3.12E+3 3,0 AP,0 % AP,34S,g,,1987.19,3,,,0.185,7,0.00367,14
34,Cl,17,17,146.36,3,3+,EC,55.4,6,5491.634,43,31.99 M 3,1919.3999999999999,2054 20,0.00200 14,0,454 9,0,0.0214 4,617 11,0,0,0,0,3.13E+3 3,3.12E+3 3,0 AP,0 % AP,34S,g,,2127.499,20,,,42.8,8,0.911,16
34,Cl,17,17,146.36,3,3+,EC,55.4,6,5491.634,43,31.99 M 3,1919.3999999999999,2054 20,0.00200 14,0,454 9,0,0.0214 4,617 11,0,0,0,0,3.13E+3 3,3.12E+3 3,0 AP,0 % AP,34S,g,,2561.36,5,,,0.033,3,8.6E-4,8
34,Cl,17,17,146.36,3,3+,EC,55.4,6,5491.634,43,31.99 M 3,1919.3999999999999,2054 20,0.00200 14,0,454 9,0,0.0214 4,617 11,0,0,0,0,3.13E+3 3,3.12E+3 3,0 AP,0 % AP,34S,g,,2749.24,5,,,0.022,3,6.1E-4,8
34,Cl,17,17,146.36,3,3+,EC,55.4,6,5491.634,43,31.99 M 3,1919.3999999999999,2054 20,0.00200 14,0,454 9,0,0.0214 4,617 11,0,0,0,0,3.13E+3 3,3.12E+3 3,0 AP,0 % AP,34S,g,,3304.031,20,,,12.29,22,0.406,7
34,Cl,17,17,146.36,3,3+,EC,55.4,6,5491.634,43,31.99 M 3,1919.3999999999999,2054 20,0.00200 14,0,454 9,0,0.0214 4,617 11,0,0,0,0,3.13E+3 3,3.12E+3 3,0 AP,0 % AP,34S,g,,4114.52,4,,,0.273,7,0.0112,3
34,Cl,17,17,146.36,3,3+,EC,55.4,6,5491.634,43,31.99 M 3,1919.3999999999999,2054 20,0.00200 14,0,454 9,0,0.0214 4,617 11,0,0,0,0,3.13E+3 3,3.12E+3 3,0 AP,0 % AP,34S,e,Auger K,2.11,,,,1.013,17,2.14E-5,4
34,Cl,17,17,146.36,3,3+,EC,55.4,6,5491.634,43,31.99 M 3,1919.3999999999999,2054 20,0.00200 14,0,454 9,0,0.0214 4,617 11,0,0,0,0,3.13E+3 3,3.12E+3 3,0 AP,0 % AP,34S,bp,,203.218,24,501.18,6,0.264,7,5.36E-4,14
34,Cl,17,17,146.36,3,3+,EC,55.4,6,5491.634,43,31.99 M 3,1919.3999999999999,2054 20,0.00200 14,0,454 9,0,0.0214 4,617 11,0,0,0,0,3.13E+3 3,3.12E+3 3,0 AP,0 % AP,34S,bp,,554.32,,1311.78,5,25.6,6,0.142,3
34,Cl,17,17,146.36,3,3+,EC,55.4,6,5491.634,43,31.99 M 3,1919.3999999999999,2054 20,0.00200 14,0,454 9,0,0.0214 4,617 11,0,0,0,0,3.13E+3 3,3.12E+3 3,0 AP,0 % AP,34S,bp,,1098.57,,2488.43,5,28.4,8,0.312,8
34,Cl,17,17,146.36,3,3+,EC,55.4,6,5491.634,43,31.99 M 3,1919.3999999999999,2054 20,0.00200 14,0,454 9,0,0.0214 4,617 11,0,0,0,0,3.13E+3 3,3.12E+3 3,0 AP,0 % AP,34S,bp av,,837,22,,,54.3,10,0.454,14
