A,Element,Z,N,Parent E(level),Uncertainty,JPi,Decay Mode,Decay Mode Value,Decay Mode Uncertainty,Q Value,Q Value Uncertainty,T1/2 (txt),T1/2 (sec),Gammas Balance,X-Rays Balance,B- Balance,B+ Balance,Conversion Electrons Balance,Auger Electrons Balance,Neutrinos Balance,Recoil Balance,Neutrons Balance, Protons Balance,Alphas Balance,Sum Balance,Q-effective Balance,Missing Energy Balance,Ratio Balance,Daughter,Radiation,Rad subtype,Rad Energy,Uncertainty, EP Energy,Uncertainty,Rad Intensity,Uncertainty,Dose,Uncertainty
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,181.9,2,,,0.90,16,0.0016,3
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,242.25,5,,,81.6,,0.1977,
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,267.1,2,,,1.06,16,0.0028,4
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,273.4,2,,,0.25,7,6.9E-4,18
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,309.7,2,,,0.61,8,0.0019,3
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,358.7,2,,,0.24,7,8.8E-4,23
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,394.6,2,,,0.44,12,0.0017,5
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,422.9,1,,,3.3,8,0.014,3
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,465.6,1,,,14.3,12,0.066,6
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,475.4,2,,,0.51,12,0.0024,6
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,492.1,2,,,0.18,5,8.8E-4,24
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,511.0,2,,,0.32,7,0.0016,3
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,518.0,2,,,0.33,8,0.0017,4
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,541.3,2,,,0.33,4,0.00177,22
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,553.7,2,,,0.23,6,0.0013,3
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,576.6,1,,,1.8,4,0.0104,24
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,584.0,1,,,0.61,20,0.0036,12
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,669.1,1,,,1.22,16,0.0082,11
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,707.81,5,,,11.4,8,0.081,6
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,732.6,1,,,9.8,8,0.072,6
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,733.9,2,,,1.9,5,0.014,4
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,790.6,2,,,0.57,16,0.0045,13
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,821.0,2,,,0.24,6,0.0020,5
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,851.0,2,,,3.3,3,0.028,3
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,935.9,2,,,0.51,12,0.0047,11
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,972.6,2,,,0.62,16,0.0060,16
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,1007.1,2,,,2.2,3,0.022,3
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,1027.4,2,,,0.54,12,0.0055,13
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,1118.0,2,,,4.7,6,0.053,6
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,1150.4,2,,,0.54,12,0.0062,14
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,1244.5,2,,,0.70,16,0.0087,20
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,1249.0,5,,,1.47,25,0.018,3
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,1272.1,2,,,1.6,4,0.021,5
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,1308.0,3,,,0.90,24,0.012,3
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,1401.6,2,,,0.90,16,0.0126,23
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,1417.0,1,,,3.9,3,0.056,5
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,1583.5,1,,,9.8,8,0.155,13
108,Tc,43,65,0.0,,(2)+,B-,100,,7720,50,5.17 S 7,5.17,1.13E+3 3,0,2.26E+3 10,0,0,0,2.95E+3 13,0,0,0,0,6.33E+3 17,7.72E+3 5,1.39E+3 17,18.0 % 22,108Ru,g,,1687.2,2,,,0.20,5,0.0033,8
