A,Element,Z,N,Parent E(level),Uncertainty,JPi,Decay Mode,Decay Mode Value,Decay Mode Uncertainty,Q Value,Q Value Uncertainty,T1/2 (txt),T1/2 (sec),Gammas Balance,X-Rays Balance,B- Balance,B+ Balance,Conversion Electrons Balance,Auger Electrons Balance,Neutrinos Balance,Recoil Balance,Neutrons Balance, Protons Balance,Alphas Balance,Sum Balance,Q-effective Balance,Missing Energy Balance,Ratio Balance,Daughter,Radiation,Rad subtype,Rad Energy,Uncertainty, EP Energy,Uncertainty,Rad Intensity,Uncertainty,Dose,Uncertainty
242,U,92,150,0.0,,0+,B-,100,,1200,SY,16.8 M 5,1008.0,34 5,0.29 7,3.8E+2 9,0,2.4 4,0.20 5,7.8E+2 15,0,0,0,0,1.20E+3 17,1.20E+3 12,0 AP,0 % AP,242Np,g,XR l,13.9,,,,2.1,5,2.9E-4,7
242,U,92,150,0.0,,0+,B-,100,,1200,SY,16.8 M 5,1008.0,34 5,0.29 7,3.8E+2 9,0,2.4 4,0.20 5,7.8E+2 15,0,0,0,0,1.20E+3 17,1.20E+3 12,0 AP,0 % AP,242Np,g,,55.58,6,,,3.7,11,0.0020,6
242,U,92,150,0.0,,0+,B-,100,,1200,SY,16.8 M 5,1008.0,34 5,0.29 7,3.8E+2 9,0,2.4 4,0.20 5,7.8E+2 15,0,0,0,0,1.20E+3 17,1.20E+3 12,0 AP,0 % AP,242Np,g,,67.60,5,,,9,3,0.0061,19
242,U,92,150,0.0,,0+,B-,100,,1200,SY,16.8 M 5,1008.0,34 5,0.29 7,3.8E+2 9,0,2.4 4,0.20 5,7.8E+2 15,0,0,0,0,1.20E+3 17,1.20E+3 12,0 AP,0 % AP,242Np,g,,226.3,1,,,0.10,6,2.2E-4,13
242,U,92,150,0.0,,0+,B-,100,,1200,SY,16.8 M 5,1008.0,34 5,0.29 7,3.8E+2 9,0,2.4 4,0.20 5,7.8E+2 15,0,0,0,0,1.20E+3 17,1.20E+3 12,0 AP,0 % AP,242Np,g,,238.2,1,,,0.20,11,5.E-4,3
242,U,92,150,0.0,,0+,B-,100,,1200,SY,16.8 M 5,1008.0,34 5,0.29 7,3.8E+2 9,0,2.4 4,0.20 5,7.8E+2 15,0,0,0,0,1.20E+3 17,1.20E+3 12,0 AP,0 % AP,242Np,g,,274.2,2,,,0.11,5,3.0E-4,14
242,U,92,150,0.0,,0+,B-,100,,1200,SY,16.8 M 5,1008.0,34 5,0.29 7,3.8E+2 9,0,2.4 4,0.20 5,7.8E+2 15,0,0,0,0,1.20E+3 17,1.20E+3 12,0 AP,0 % AP,242Np,g,,304.5,2,,,0.33,13,0.0010,4
242,U,92,150,0.0,,0+,B-,100,,1200,SY,16.8 M 5,1008.0,34 5,0.29 7,3.8E+2 9,0,2.4 4,0.20 5,7.8E+2 15,0,0,0,0,1.20E+3 17,1.20E+3 12,0 AP,0 % AP,242Np,g,,329.7,1,,,0.74,23,0.0024,8
242,U,92,150,0.0,,0+,B-,100,,1200,SY,16.8 M 5,1008.0,34 5,0.29 7,3.8E+2 9,0,2.4 4,0.20 5,7.8E+2 15,0,0,0,0,1.20E+3 17,1.20E+3 12,0 AP,0 % AP,242Np,g,,530.6,2,,,0.20,11,0.0010,6
242,U,92,150,0.0,,0+,B-,100,,1200,SY,16.8 M 5,1008.0,34 5,0.29 7,3.8E+2 9,0,2.4 4,0.20 5,7.8E+2 15,0,0,0,0,1.20E+3 17,1.20E+3 12,0 AP,0 % AP,242Np,g,,572.9,1,,,1.8,5,0.010,3
242,U,92,150,0.0,,0+,B-,100,,1200,SY,16.8 M 5,1008.0,34 5,0.29 7,3.8E+2 9,0,2.4 4,0.20 5,7.8E+2 15,0,0,0,0,1.20E+3 17,1.20E+3 12,0 AP,0 % AP,242Np,g,,585.0,1,,,1.8,6,0.011,3
242,U,92,150,0.0,,0+,B-,100,,1200,SY,16.8 M 5,1008.0,34 5,0.29 7,3.8E+2 9,0,2.4 4,0.20 5,7.8E+2 15,0,0,0,0,1.20E+3 17,1.20E+3 12,0 AP,0 % AP,242Np,e,Auger L,10.1,,,,2.0,5,2.0E-4,5
242,U,92,150,0.0,,0+,B-,100,,1200,SY,16.8 M 5,1008.0,34 5,0.29 7,3.8E+2 9,0,2.4 4,0.20 5,7.8E+2 15,0,0,0,0,1.20E+3 17,1.20E+3 12,0 AP,0 % AP,242Np,e,CE L,33.15,6,,,1.7,5,5.5E-4,17
242,U,92,150,0.0,,0+,B-,100,,1200,SY,16.8 M 5,1008.0,34 5,0.29 7,3.8E+2 9,0,2.4 4,0.20 5,7.8E+2 15,0,0,0,0,1.20E+3 17,1.20E+3 12,0 AP,0 % AP,242Np,e,CE L,45.17,5,,,2.4,7,0.0011,3
