A,Element,Z,N,Parent E(level),Uncertainty,JPi,Decay Mode,Decay Mode Value,Decay Mode Uncertainty,Q Value,Q Value Uncertainty,T1/2 (txt),T1/2 (sec),Gammas Balance,X-Rays Balance,B- Balance,B+ Balance,Conversion Electrons Balance,Auger Electrons Balance,Neutrinos Balance,Recoil Balance,Neutrons Balance, Protons Balance,Alphas Balance,Sum Balance,Q-effective Balance,Missing Energy Balance,Ratio Balance,Daughter,Radiation,Rad subtype,Rad Energy,Uncertainty, EP Energy,Uncertainty,Rad Intensity,Uncertainty,Dose,Uncertainty
37,Ar,18,19,0,,3/2+,EC,100,,813.87,20,35.011 D 19,3024950.4000000004,0,0.230 16,0,0,0,1.935 5,811.34 18,0,0,0,0,813.51 18,813.87 20,0.4 3,0.04 % 3,37Cl,g,XR ka2,2.621,,,,2.7,3,7.1E-5,7
37,Ar,18,19,0,,3/2+,EC,100,,813.87,20,35.011 D 19,3024950.4000000004,0,0.230 16,0,0,0,1.935 5,811.34 18,0,0,0,0,813.51 18,813.87 20,0.4 3,0.04 % 3,37Cl,g,XR ka1,2.622,,,,5.5,5,1.44E-4,14
37,Ar,18,19,0,,3/2+,EC,100,,813.87,20,35.011 D 19,3024950.4000000004,0,0.230 16,0,0,0,1.935 5,811.34 18,0,0,0,0,813.51 18,813.87 20,0.4 3,0.04 % 3,37Cl,g,XR kb1,2.816,,,,0.34,4,9.7E-6,10
37,Ar,18,19,0,,3/2+,EC,100,,813.87,20,35.011 D 19,3024950.4000000004,0,0.230 16,0,0,0,1.935 5,811.34 18,0,0,0,0,813.51 18,813.87 20,0.4 3,0.04 % 3,37Cl,g,XR kb3,2.816,,,,0.173,18,4.9E-6,5
37,Ar,18,19,0,,3/2+,EC,100,,813.87,20,35.011 D 19,3024950.4000000004,0,0.230 16,0,0,0,1.935 5,811.34 18,0,0,0,0,813.51 18,813.87 20,0.4 3,0.04 % 3,37Cl,e,Auger K,2.38,,,,81.31,22,0.001935,5
