A,Element,Z,N,Parent E(level),Uncertainty,JPi,Decay Mode,Decay Mode Value,Decay Mode Uncertainty,Q Value,Q Value Uncertainty,T1/2 (txt),T1/2 (sec),Gammas Balance,X-Rays Balance,B- Balance,B+ Balance,Conversion Electrons Balance,Auger Electrons Balance,Neutrinos Balance,Recoil Balance,Neutrons Balance, Protons Balance,Alphas Balance,Sum Balance,Q-effective Balance,Missing Energy Balance,Ratio Balance,Daughter,Radiation,Rad subtype,Rad Energy,Uncertainty, EP Energy,Uncertainty,Rad Intensity,Uncertainty,Dose,Uncertainty
156,Sm,62,94,0,,0+,B-,100,,722,8,9.4 H 2,33840.0,112 13,5.5 7,1.6E+2 4,0,22 3,2.95 16,3.6E+2 8,0,0,0,0,6.7E+2 8,722 8,0 AP,0 % AP,156Eu,g,XR l,5.85,,,,11.4,23,6.7E-4,13
156,Sm,62,94,0,,0+,B-,100,,722,8,9.4 H 2,33840.0,112 13,5.5 7,1.6E+2 4,0,22 3,2.95 16,3.6E+2 8,0,0,0,0,6.7E+2 8,722 8,0 AP,0 % AP,156Eu,g,,22.6,1,,,2.6,7,6.0E-4,15
156,Sm,62,94,0,,0+,B-,100,,722,8,9.4 H 2,33840.0,112 13,5.5 7,1.6E+2 4,0,22 3,2.95 16,3.6E+2 8,0,0,0,0,6.7E+2 8,722 8,0 AP,0 % AP,156Eu,g,,25.3,3,,,0.27,,7.E-5,
156,Sm,62,94,0,,0+,B-,100,,722,8,9.4 H 2,33840.0,112 13,5.5 7,1.6E+2 4,0,22 3,2.95 16,3.6E+2 8,0,0,0,0,6.7E+2 8,722 8,0 AP,0 % AP,156Eu,g,,38.1,1,,,1.5,15,6.E-4,6
156,Sm,62,94,0,,0+,B-,100,,722,8,9.4 H 2,33840.0,112 13,5.5 7,1.6E+2 4,0,22 3,2.95 16,3.6E+2 8,0,0,0,0,6.7E+2 8,722 8,0 AP,0 % AP,156Eu,g,XR ka2,40.902,,,,3.3,7,0.0014,3
156,Sm,62,94,0,,0+,B-,100,,722,8,9.4 H 2,33840.0,112 13,5.5 7,1.6E+2 4,0,22 3,2.95 16,3.6E+2 8,0,0,0,0,6.7E+2 8,722 8,0 AP,0 % AP,156Eu,g,XR ka1,41.542,,,,6.0,13,0.0025,5
156,Sm,62,94,0,,0+,B-,100,,722,8,9.4 H 2,33840.0,112 13,5.5 7,1.6E+2 4,0,22 3,2.95 16,3.6E+2 8,0,0,0,0,6.7E+2 8,722 8,0 AP,0 % AP,156Eu,g,XR kb3,46.905,,,,0.60,13,2.8E-4,6
156,Sm,62,94,0,,0+,B-,100,,722,8,9.4 H 2,33840.0,112 13,5.5 7,1.6E+2 4,0,22 3,2.95 16,3.6E+2 8,0,0,0,0,6.7E+2 8,722 8,0 AP,0 % AP,156Eu,g,XR kb1,47.038,,,,1.2,3,5.5E-4,12
156,Sm,62,94,0,,0+,B-,100,,722,8,9.4 H 2,33840.0,112 13,5.5 7,1.6E+2 4,0,22 3,2.95 16,3.6E+2 8,0,0,0,0,6.7E+2 8,722 8,0 AP,0 % AP,156Eu,g,XR kb2,48.249,,,,0.38,8,1.9E-4,4
156,Sm,62,94,0,,0+,B-,100,,722,8,9.4 H 2,33840.0,112 13,5.5 7,1.6E+2 4,0,22 3,2.95 16,3.6E+2 8,0,0,0,0,6.7E+2 8,722 8,0 AP,0 % AP,156Eu,g,,65.0,5,,,2.3,,0.00151,
156,Sm,62,94,0,,0+,B-,100,,722,8,9.4 H 2,33840.0,112 13,5.5 7,1.6E+2 4,0,22 3,2.95 16,3.6E+2 8,0,0,0,0,6.7E+2 8,722 8,0 AP,0 % AP,156Eu,g,,87.6,2,,,24,8,0.021,7
156,Sm,62,94,0,,0+,B-,100,,722,8,9.4 H 2,33840.0,112 13,5.5 7,1.6E+2 4,0,22 3,2.95 16,3.6E+2 8,0,0,0,0,6.7E+2 8,722 8,0 AP,0 % AP,156Eu,g,,103,2,,,1.8,,0.0019,
