A,Element,Z,N,Parent E(level),Uncertainty,JPi,Decay Mode,Decay Mode Value,Decay Mode Uncertainty,Q Value,Q Value Uncertainty,T1/2 (txt),T1/2 (sec),Gammas Balance,X-Rays Balance,B- Balance,B+ Balance,Conversion Electrons Balance,Auger Electrons Balance,Neutrinos Balance,Recoil Balance,Neutrons Balance, Protons Balance,Alphas Balance,Sum Balance,Q-effective Balance,Missing Energy Balance,Ratio Balance,Daughter,Radiation,Rad subtype,Rad Energy,Uncertainty, EP Energy,Uncertainty,Rad Intensity,Uncertainty,Dose,Uncertainty
78,Ga,31,47,0.0,,(3+),B-,100,,8156,4,5.09 S 5,5.09,2.50E+3 6,0.0064 3,2.58E+3 20,0,0.83 4,0.00651 24,3.12E+3 23,0,0,0,0,8.2E+3 3,8156 4,0 AP,0 % AP,78Ge,g,XR l,1.19,,,,0.00227,12,2.70E-8,15
78,Ga,31,47,0.0,,(3+),B-,100,,8156,4,5.09 S 5,5.09,2.50E+3 6,0.0064 3,2.58E+3 20,0,0.83 4,0.00651 24,3.12E+3 23,0,0,0,0,8.2E+3 3,8156 4,0 AP,0 % AP,78Ge,g,XR ka2,9.855,,,,0.0191,12,1.88E-6,12
78,Ga,31,47,0.0,,(3+),B-,100,,8156,4,5.09 S 5,5.09,2.50E+3 6,0.0064 3,2.58E+3 20,0,0.83 4,0.00651 24,3.12E+3 23,0,0,0,0,8.2E+3 3,8156 4,0 AP,0 % AP,78Ge,g,XR ka1,9.886,,,,0.0371,22,3.67E-6,22
78,Ga,31,47,0.0,,(3+),B-,100,,8156,4,5.09 S 5,5.09,2.50E+3 6,0.0064 3,2.58E+3 20,0,0.83 4,0.00651 24,3.12E+3 23,0,0,0,0,8.2E+3 3,8156 4,0 AP,0 % AP,78Ge,g,XR kb3,10.975,,,,0.00243,15,2.67E-7,16
78,Ga,31,47,0.0,,(3+),B-,100,,8156,4,5.09 S 5,5.09,2.50E+3 6,0.0064 3,2.58E+3 20,0,0.83 4,0.00651 24,3.12E+3 23,0,0,0,0,8.2E+3 3,8156 4,0 AP,0 % AP,78Ge,g,XR kb1,10.982,,,,0.0047,3,5.2E-7,3
78,Ga,31,47,0.0,,(3+),B-,100,,8156,4,5.09 S 5,5.09,2.50E+3 6,0.0064 3,2.58E+3 20,0,0.83 4,0.00651 24,3.12E+3 23,0,0,0,0,8.2E+3 3,8156 4,0 AP,0 % AP,78Ge,g,XR kb2,11.101,,,,1.15E-4,7,1.28E-8,8
78,Ga,31,47,0.0,,(3+),B-,100,,8156,4,5.09 S 5,5.09,2.50E+3 6,0.0064 3,2.58E+3 20,0,0.83 4,0.00651 24,3.12E+3 23,0,0,0,0,8.2E+3 3,8156 4,0 AP,0 % AP,78Ge,g,,345.76,26,,,5.2,8,0.018,3
78,Ga,31,47,0.0,,(3+),B-,100,,8156,4,5.09 S 5,5.09,2.50E+3 6,0.0064 3,2.58E+3 20,0,0.83 4,0.00651 24,3.12E+3 23,0,0,0,0,8.2E+3 3,8156 4,0 AP,0 % AP,78Ge,g,,458.00,15,,,5.9,4,0.0268,18
78,Ga,31,47,0.0,,(3+),B-,100,,8156,4,5.09 S 5,5.09,2.50E+3 6,0.0064 3,2.58E+3 20,0,0.83 4,0.00651 24,3.12E+3 23,0,0,0,0,8.2E+3 3,8156 4,0 AP,0 % AP,78Ge,g,,532.7,4,,,0.24,7,0.0013,4
78,Ga,31,47,0.0,,(3+),B-,100,,8156,4,5.09 S 5,5.09,2.50E+3 6,0.0064 3,2.58E+3 20,0,0.83 4,0.00651 24,3.12E+3 23,0,0,0,0,8.2E+3 3,8156 4,0 AP,0 % AP,78Ge,g,,567.06,16,,,18.2,12,0.103,7
